node_id,coord,node_type_norm,current_alliance,status_norm,protection_status,safe_until_jst,frontline_group,server_side,enemy_flag,destroyed_flag,strategic_value,risk_score,risk_level,risk_note
#534:G-19,G-19,fishery,noI,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#534:g-2,g-2,city,Ryu1,owned,safe_time_missing,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#534:g-20,g-20,city,89M,owned,safe_time_missing,,other,self,FALSE,FALSE,30,30,mid,city +30
#534:G-21,G-21,fishery,noI,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#534:G-3,G-3,fishery,kOi,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#534:g-4,g-4,city,kOi,owned,safe_time_missing,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#534:G-5,G-5,fishery,nO9,owned,safe_time_missing,,other,enemy,TRUE,FALSE,10,50,mid,fishery +10; enemy_flag +40
#534:H-1,H-1,fishery,Ryu1,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#534:h-10,h-10,city,RGWC,owned,safe_time_missing,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#534:h-12,h-12,city,Dao,owned,safe_time_missing,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#534:h-14,h-14,city,89M,owned,safe_time_missing,,other,self,FALSE,FALSE,30,30,mid,city +30
#534:H-15,H-15,fishery,89M,owned,safe_time_missing,,other,self,FALSE,FALSE,10,10,low,fishery +10
#534:h-16,h-16,city,noI,owned,safe_time_missing,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#534:H-17,H-17,fishery,89M,owned,safe_time_missing,,other,self,FALSE,FALSE,10,10,low,fishery +10
#534:h-18,h-18,city,noI,owned,safe_time_missing,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#534:h-2,h-2,city,Ryu1,owned,safe_time_missing,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#534:h-20,h-20,city,noI,owned,safe_time_missing,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#534:H-21,H-21,fishery,89M,owned,safe_time_missing,,other,self,FALSE,FALSE,10,10,low,fishery +10
#534:H-3,H-3,fishery,Ryu1,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#534:h-4,h-4,city,Ryu1,owned,safe_time_missing,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#534:h-6,h-6,city,nO9,owned,safe_time_missing,,other,enemy,TRUE,FALSE,30,70,high,city +30; enemy_flag +40
#534:h-8,h-8,city,nO9,owned,safe_time_missing,,other,enemy,TRUE,FALSE,30,70,high,city +30; enemy_flag +40
#534:I-1,I-1,fishery,kOi,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#534:i-10,i-10,city,Dao,owned,safe_time_missing,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#534:I-11,I-11,fishery,Dao,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#534:I-13,I-13,fishery,Dao,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#534:i-14,i-14,city,f4j,owned,safe_time_missing,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#534:I-15,I-15,fishery,f4j,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#534:i-16,i-16,city,f4j,owned,safe_time_missing,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#534:I-17,I-17,fishery,f4j,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#534:i-18,i-18,city,,neutral_or_unknown,neutral_or_unknown,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#534:I-19,I-19,fishery,noI,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#534:i-2,i-2,city,RGWC,owned,safe_time_missing,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#534:i-20,i-20,city,,neutral_or_unknown,neutral_or_unknown,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#534:I-21,I-21,fishery,noI,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#534:I-3,I-3,fishery,RGWC,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#534:i-4,i-4,city,RGWC,owned,safe_time_missing,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#534:I-5,I-5,fishery,RGWC,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#534:I-7,I-7,fishery,RGWC,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#534:i-8,i-8,city,Dao,owned,safe_time_missing,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#534:I-9,I-9,fishery,RGWC,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#534:J-1,J-1,fishery,RGWC,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#534:j-10,j-10,city,f4j,owned,safe_time_missing,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#534:J-11,J-11,fishery,f4j,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#534:j-12,j-12,city,f4j,owned,safe_time_missing,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#534:J-13,J-13,fishery,Dao,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#534:j-14,j-14,city,f4j,owned,safe_time_missing,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#534:J-15,J-15,fishery,f4j,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#534:J-17,J-17,fishery,Dao,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#534:j-18,j-18,city,,neutral_or_unknown,neutral_or_unknown,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#534:J-19,J-19,fishery,noI,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#534:j-2,j-2,city,RGWC,owned,safe_time_missing,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#534:j-20,j-20,city,,neutral_or_unknown,neutral_or_unknown,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#534:J-21,J-21,fishery,noI,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#534:J-3,J-3,fishery,CROW,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#534:j-4,j-4,city,CROW,owned,safe_time_missing,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#534:J-5,J-5,fishery,CROW,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#534:j-6,j-6,city,CROW,owned,safe_time_missing,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#534:J-7,J-7,fishery,Dao,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#534:j-8,j-8,city,f4j,owned,safe_time_missing,,other,unknown,FALSE,FALSE,30,30,mid,city +30
#534:J-9,J-9,fishery,Dao,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#534:K-1,K-1,fishery,moca,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#534:K-13,K-13,fishery,f4j,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#534:K-15,K-15,fishery,Dao,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#534:K-17,K-17,fishery,f4j,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#534:K-19,K-19,fishery,f4j,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#534:K-21,K-21,fishery,noI,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#534:K-3,K-3,fishery,moca,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#534:K-5,K-5,fishery,CROW,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#534:K-7,K-7,fishery,Dao,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
#534:K-9,K-9,fishery,f4j,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
中央:中央-3-7,中央-3-7,fishery,VEX,owned,safe_time_missing,,other,ally,FALSE,FALSE,10,10,low,fishery +10
中央:中央-2-8,中央-2-8,fishery,VEX,owned,safe_time_missing,,other,ally,FALSE,FALSE,10,10,low,fishery +10
中央:中央-3-6,中央-3-6,fishery,VEX,owned,safe_time_missing,,other,ally,FALSE,FALSE,10,10,low,fishery +10
中央:中央-20-17,中央-20-17,fishery,DaNG,owned,safe_time_missing,,other,ally,FALSE,FALSE,10,10,low,fishery +10
中央:中央-20-14,中央-20-14,fishery,SVa,owned,safe_time_missing,,other,ally,FALSE,FALSE,10,10,low,fishery +10
中央:中央-11-15,中央-11-15,unknown,AAOA,owned,safe_time_missing,,other,enemy,TRUE,FALSE,0,40,mid,enemy_flag +40
中央:中央-11-17,中央-11-17,unknown,WbW,owned,safe_time_missing,,other,unknown,FALSE,FALSE,0,0,low,
中央:中央-12-15,中央-12-15,unknown,WbW,owned,safe_time_missing,,other,unknown,FALSE,FALSE,0,0,low,
中央:中央-14-17,中央-14-17,unknown,RCON,owned,safe_time_missing,,other,enemy,TRUE,FALSE,0,40,mid,enemy_flag +40
中央:中央-15-4,中央-15-4,unknown,JL2,owned,safe_time_missing,,other,unknown,FALSE,FALSE,0,0,low,
中央:中央-15-5,中央-15-5,unknown,DaNG,owned,safe_time_missing,,other,ally,FALSE,FALSE,0,0,low,
中央:中央-16-16,中央-16-16,unknown,SVa,owned,safe_time_missing,,other,ally,FALSE,FALSE,0,0,low,
中央:中央-16-5,中央-16-5,unknown,EDFS,owned,safe_time_missing,,other,unknown,FALSE,FALSE,0,0,low,
中央:中央-17-5,中央-17-5,unknown,FHX,owned,safe_time_missing,,other,ally,FALSE,FALSE,0,0,low,
中央:中央-4-7,中央-4-7,unknown,476X,owned,safe_time_missing,,other,enemy,TRUE,FALSE,0,40,mid,enemy_flag +40
中央:中央-5-15,中央-5-15,unknown,one,owned,safe_time_missing,,other,unknown,FALSE,FALSE,0,0,low,
中央:中央-5-16,中央-5-16,unknown,TIKW,owned,safe_time_missing,,other,unknown,FALSE,FALSE,0,0,low,
中央:中央-6-15,中央-6-15,unknown,JDX,owned,safe_time_missing,,other,self,FALSE,FALSE,0,0,low,
中央:中央-7-5,中央-7-5,unknown,476H,owned,safe_time_missing,,other,enemy,TRUE,FALSE,0,40,mid,enemy_flag +40
中央:中央-7-7,中央-7-7,unknown,476Z,owned,safe_time_missing,,other,enemy,TRUE,FALSE,0,40,mid,enemy_flag +40
中央:中央-8-17,中央-8-17,unknown,299,owned,safe_time_missing,,other,enemy,TRUE,FALSE,0,40,mid,enemy_flag +40
中央:中央-12-5,中央-12-5,unknown,WUG,owned,safe_time_missing,,other,unknown,FALSE,FALSE,0,0,low,
中央:中央-16-4,中央-16-4,unknown,JL2,owned,safe_time_missing,,other,unknown,FALSE,FALSE,0,0,low,
中央:中央-4-14,中央-4-14,unknown,xjR,owned,safe_time_missing,,other,unknown,FALSE,FALSE,0,0,low,
中央:中央-12-6,中央-12-6,unknown,2N7,owned,safe_time_missing,,other,ally,FALSE,FALSE,0,0,low,
中央:中央-14-16,中央-14-16,unknown,TkTk,owned,safe_time_missing,,other,enemy,TRUE,FALSE,0,40,mid,enemy_flag +40
中央:中央-14-4,中央-14-4,unknown,SHA,owned,safe_time_missing,,other,enemy,TRUE,FALSE,0,40,mid,enemy_flag +40
中央:中央-15-9,中央-15-9,unknown,fIrE,owned,safe_time_missing,,other,unknown,FALSE,FALSE,0,0,low,
中央:中央-16-9,中央-16-9,unknown,BAJ,owned,safe_time_missing,,other,ally,FALSE,FALSE,0,0,low,
中央:中央-6-11,中央-6-11,unknown,KTVS,owned,safe_time_missing,,other,self,FALSE,FALSE,0,0,low,
中央:中央-6-5,中央-6-5,unknown,476Z,owned,safe_time_missing,,other,enemy,TRUE,FALSE,0,40,mid,enemy_flag +40
中央:中央-8-5,中央-8-5,unknown,ALj,owned,safe_time_missing,,other,unknown,FALSE,FALSE,0,0,low,
中央:中央-8-6,中央-8-6,unknown,GcC,owned,safe_time_missing,,other,unknown,FALSE,FALSE,0,0,low,
中央:中央-15-16,中央-15-16,unknown,MtG,owned,safe_time_missing,,other,unknown,FALSE,FALSE,0,0,low,
中央:中央-15-6,中央-15-6,unknown,NBNH,owned,safe_time_missing,,other,unknown,FALSE,FALSE,0,0,low,
中央:中央-17-10,中央-17-10,unknown,SsQ,owned,safe_time_missing,,other,ally,FALSE,FALSE,0,0,low,
中央:中央-9-17,中央-9-17,unknown,TIKW,owned,safe_time_missing,,other,unknown,FALSE,FALSE,0,0,low,
中央:中央-10-6,中央-10-6,unknown,476T,owned,safe_time_missing,,other,enemy,TRUE,FALSE,0,40,mid,enemy_flag +40
中央:中央-11-5,中央-11-5,unknown,MOE,owned,safe_time_missing,,other,unknown,FALSE,FALSE,0,0,low,
中央:中央-13-15,中央-13-15,unknown,Digg,owned,safe_time_missing,,other,enemy,TRUE,FALSE,0,40,mid,enemy_flag +40
中央:中央-17-8,中央-17-8,unknown,JL0,owned,safe_time_missing,,other,unknown,FALSE,FALSE,0,0,low,
中央:中央-4-10,中央-4-10,unknown,476A,owned,safe_time_missing,,other,enemy,TRUE,FALSE,0,40,mid,enemy_flag +40
中央:中央-4-12,中央-4-12,unknown,KTVS,owned,safe_time_missing,,other,self,FALSE,FALSE,0,0,low,
中央:中央-5-10,中央-5-10,unknown,476A,owned,safe_time_missing,,other,enemy,TRUE,FALSE,0,40,mid,enemy_flag +40
中央:中央-6-16,中央-6-16,unknown,UMN,owned,safe_time_missing,,other,unknown,FALSE,FALSE,0,0,low,
中央:中央-6-4,中央-6-4,unknown,476Z,owned,safe_time_missing,,other,enemy,TRUE,FALSE,0,40,mid,enemy_flag +40
中央:中央-6-6,中央-6-6,unknown,476M,owned,safe_time_missing,,other,enemy,TRUE,FALSE,0,40,mid,enemy_flag +40
中央:中央-7-4,中央-7-4,unknown,VEX,owned,safe_time_missing,,other,ally,FALSE,FALSE,0,0,low,
中央:中央-8-4,中央-8-4,unknown,ALj,owned,safe_time_missing,,other,unknown,FALSE,FALSE,0,0,low,
中央:中央-10-15,中央-10-15,unknown,GX99,owned,safe_time_missing,,other,enemy,TRUE,FALSE,0,40,mid,enemy_flag +40
中央:中央-10-16,中央-10-16,unknown,Lghs,owned,safe_time_missing,,other,enemy,TRUE,FALSE,0,40,mid,enemy_flag +40
中央:中央-10-17,中央-10-17,unknown,COZy,owned,safe_time_missing,,other,unknown,FALSE,FALSE,0,0,low,
中央:中央-10-4,中央-10-4,unknown,476T,owned,safe_time_missing,,other,enemy,TRUE,FALSE,0,40,mid,enemy_flag +40
中央:中央-10-5,中央-10-5,unknown,476T,owned,safe_time_missing,,other,enemy,TRUE,FALSE,0,40,mid,enemy_flag +40
中央:中央-11-16,中央-11-16,unknown,TkTk,owned,safe_time_missing,,other,enemy,TRUE,FALSE,0,40,mid,enemy_flag +40
中央:中央-11-4,中央-11-4,unknown,SHA0,owned,safe_time_missing,,other,unknown,FALSE,FALSE,0,0,low,
中央:中央-11-6,中央-11-6,unknown,2N7,owned,safe_time_missing,,other,ally,FALSE,FALSE,0,0,low,
中央:中央-12-16,中央-12-16,unknown,BgNa,owned,safe_time_missing,,other,enemy,TRUE,FALSE,0,40,mid,enemy_flag +40
中央:中央-12-17,中央-12-17,unknown,PmP,owned,safe_time_missing,,other,unknown,FALSE,FALSE,0,0,low,
中央:中央-12-4,中央-12-4,unknown,SHA0,owned,safe_time_missing,,other,unknown,FALSE,FALSE,0,0,low,
中央:中央-13-16,中央-13-16,unknown,TkTk,owned,safe_time_missing,,other,enemy,TRUE,FALSE,0,40,mid,enemy_flag +40
中央:中央-13-17,中央-13-17,unknown,AAOA,owned,safe_time_missing,,other,enemy,TRUE,FALSE,0,40,mid,enemy_flag +40
中央:中央-13-4,中央-13-4,unknown,SHA0,owned,safe_time_missing,,other,unknown,FALSE,FALSE,0,0,low,
中央:中央-13-5,中央-13-5,unknown,89M,owned,safe_time_missing,,other,self,FALSE,FALSE,0,0,low,
中央:中央-13-6,中央-13-6,unknown,89M,owned,safe_time_missing,,other,self,FALSE,FALSE,0,0,low,
中央:中央-14-14,中央-14-14,unknown,GoDs,owned,safe_time_missing,,other,ally,FALSE,FALSE,0,0,low,
中央:中央-14-15,中央-14-15,unknown,BgNa,owned,safe_time_missing,,other,enemy,TRUE,FALSE,0,40,mid,enemy_flag +40
中央:中央-14-5,中央-14-5,unknown,MOE,owned,safe_time_missing,,other,unknown,FALSE,FALSE,0,0,low,
中央:中央-14-6,中央-14-6,unknown,MOE,owned,safe_time_missing,,other,unknown,FALSE,FALSE,0,0,low,
中央:中央-14-7,中央-14-7,unknown,fIrE,owned,safe_time_missing,,other,unknown,FALSE,FALSE,0,0,low,
中央:中央-15-10,中央-15-10,unknown,JL0,owned,safe_time_missing,,other,unknown,FALSE,FALSE,0,0,low,
中央:中央-15-11,中央-15-11,unknown,BAJ,owned,safe_time_missing,,other,ally,FALSE,FALSE,0,0,low,
中央:中央-15-12,中央-15-12,unknown,GcC,owned,safe_time_missing,,other,unknown,FALSE,FALSE,0,0,low,
中央:中央-15-13,中央-15-13,unknown,BHE,owned,safe_time_missing,,other,unknown,FALSE,FALSE,0,0,low,
中央:中央-15-14,中央-15-14,unknown,MOn,owned,safe_time_missing,,other,unknown,FALSE,FALSE,0,0,low,
中央:中央-15-15,中央-15-15,unknown,RCON,owned,safe_time_missing,,other,enemy,TRUE,FALSE,0,40,mid,enemy_flag +40
中央:中央-15-17,中央-15-17,unknown,DaNG,owned,safe_time_missing,,other,ally,FALSE,FALSE,0,0,low,
中央:中央-15-7,中央-15-7,unknown,4tH,owned,safe_time_missing,,other,self,FALSE,FALSE,0,0,low,
中央:中央-15-8,中央-15-8,unknown,nO9,owned,safe_time_missing,,other,enemy,TRUE,FALSE,0,40,mid,enemy_flag +40
中央:中央-16-10,中央-16-10,unknown,WUG,owned,safe_time_missing,,other,unknown,FALSE,FALSE,0,0,low,
中央:中央-16-11,中央-16-11,unknown,SsQ,owned,safe_time_missing,,other,ally,FALSE,FALSE,0,0,low,
中央:中央-16-12,中央-16-12,unknown,BAJ,owned,safe_time_missing,,other,ally,FALSE,FALSE,0,0,low,
中央:中央-16-13,中央-16-13,unknown,GcC,owned,safe_time_missing,,other,unknown,FALSE,FALSE,0,0,low,
中央:中央-16-14,中央-16-14,unknown,MOn,owned,safe_time_missing,,other,unknown,FALSE,FALSE,0,0,low,
中央:中央-16-15,中央-16-15,unknown,CDf8,owned,safe_time_missing,,other,unknown,FALSE,FALSE,0,0,low,
中央:中央-16-17,中央-16-17,unknown,TrX,owned,safe_time_missing,,other,unknown,FALSE,FALSE,0,0,low,
中央:中央-16-6,中央-16-6,unknown,NBNH,owned,safe_time_missing,,other,unknown,FALSE,FALSE,0,0,low,
中央:中央-16-7,中央-16-7,unknown,4tH,owned,safe_time_missing,,other,self,FALSE,FALSE,0,0,low,
中央:中央-16-8,中央-16-8,unknown,nO9,owned,safe_time_missing,,other,enemy,TRUE,FALSE,0,40,mid,enemy_flag +40
中央:中央-17-11,中央-17-11,unknown,SsQ,owned,safe_time_missing,,other,ally,FALSE,FALSE,0,0,low,
中央:中央-17-12,中央-17-12,unknown,BHE,owned,safe_time_missing,,other,unknown,FALSE,FALSE,0,0,low,
中央:中央-17-13,中央-17-13,unknown,EDFS,owned,safe_time_missing,,other,unknown,FALSE,FALSE,0,0,low,
中央:中央-17-14,中央-17-14,unknown,K4TR,owned,safe_time_missing,,other,unknown,FALSE,FALSE,0,0,low,
中央:中央-17-15,中央-17-15,unknown,CDf8,owned,safe_time_missing,,other,unknown,FALSE,FALSE,0,0,low,
中央:中央-17-16,中央-17-16,unknown,IMP,owned,safe_time_missing,,other,unknown,FALSE,FALSE,0,0,low,
中央:中央-17-6,中央-17-6,unknown,NBNH,owned,safe_time_missing,,other,unknown,FALSE,FALSE,0,0,low,
中央:中央-17-7,中央-17-7,unknown,u3o,owned,safe_time_missing,,other,unknown,FALSE,FALSE,0,0,low,
中央:中央-17-9,中央-17-9,unknown,2N7,owned,safe_time_missing,,other,ally,FALSE,FALSE,0,0,low,
中央:中央-4-11,中央-4-11,unknown,Lghs,owned,safe_time_missing,,other,enemy,TRUE,FALSE,0,40,mid,enemy_flag +40
中央:中央-4-13,中央-4-13,unknown,Stj,owned,safe_time_missing,,other,unknown,FALSE,FALSE,0,0,low,
中央:中央-4-15,中央-4-15,unknown,fzn,owned,safe_time_missing,,other,enemy,TRUE,FALSE,0,40,mid,enemy_flag +40
中央:中央-4-16,中央-4-16,unknown,JDX,owned,safe_time_missing,,other,self,FALSE,FALSE,0,0,low,
中央:中央-4-5,中央-4-5,unknown,476d,owned,safe_time_missing,,other,enemy,TRUE,FALSE,0,40,mid,enemy_flag +40
中央:中央-4-6,中央-4-6,unknown,476C,owned,safe_time_missing,,other,enemy,TRUE,FALSE,0,40,mid,enemy_flag +40
中央:中央-4-8,中央-4-8,unknown,476B,owned,safe_time_missing,,other,enemy,TRUE,FALSE,0,40,mid,enemy_flag +40
中央:中央-4-9,中央-4-9,unknown,476A,owned,safe_time_missing,,other,enemy,TRUE,FALSE,0,40,mid,enemy_flag +40
中央:中央-5-11,中央-5-11,unknown,Bye,owned,safe_time_missing,,other,unknown,FALSE,FALSE,0,0,low,
中央:中央-5-12,中央-5-12,unknown,Stj,owned,safe_time_missing,,other,unknown,FALSE,FALSE,0,0,low,
中央:中央-5-13,中央-5-13,unknown,SHA,owned,safe_time_missing,,other,enemy,TRUE,FALSE,0,40,mid,enemy_flag +40
中央:中央-5-14,中央-5-14,unknown,GX99,owned,safe_time_missing,,other,enemy,TRUE,FALSE,0,40,mid,enemy_flag +40
中央:中央-5-17,中央-5-17,unknown,Lghs,owned,safe_time_missing,,other,enemy,TRUE,FALSE,0,40,mid,enemy_flag +40
中央:中央-5-4,中央-5-4,unknown,476M,owned,safe_time_missing,,other,enemy,TRUE,FALSE,0,40,mid,enemy_flag +40
中央:中央-5-5,中央-5-5,unknown,476M,owned,safe_time_missing,,other,enemy,TRUE,FALSE,0,40,mid,enemy_flag +40
中央:中央-5-6,中央-5-6,unknown,476d,owned,safe_time_missing,,other,enemy,TRUE,FALSE,0,40,mid,enemy_flag +40
中央:中央-5-7,中央-5-7,unknown,476C,owned,safe_time_missing,,other,enemy,TRUE,FALSE,0,40,mid,enemy_flag +40
中央:中央-5-8,中央-5-8,unknown,476X,owned,safe_time_missing,,other,enemy,TRUE,FALSE,0,40,mid,enemy_flag +40
中央:中央-5-9,中央-5-9,unknown,476B,owned,safe_time_missing,,other,enemy,TRUE,FALSE,0,40,mid,enemy_flag +40
中央:中央-6-10,中央-6-10,unknown,476B,owned,safe_time_missing,,other,enemy,TRUE,FALSE,0,40,mid,enemy_flag +40
中央:中央-6-12,中央-6-12,unknown,UMN,owned,safe_time_missing,,other,unknown,FALSE,FALSE,0,0,low,
中央:中央-6-13,中央-6-13,unknown,SHA,owned,safe_time_missing,,other,enemy,TRUE,FALSE,0,40,mid,enemy_flag +40
中央:中央-6-14,中央-6-14,unknown,fzn,owned,safe_time_missing,,other,enemy,TRUE,FALSE,0,40,mid,enemy_flag +40
中央:中央-6-17,中央-6-17,unknown,GX99,owned,safe_time_missing,,other,enemy,TRUE,FALSE,0,40,mid,enemy_flag +40
中央:中央-6-7,中央-6-7,unknown,476d,owned,safe_time_missing,,other,enemy,TRUE,FALSE,0,40,mid,enemy_flag +40
中央:中央-6-8,中央-6-8,unknown,476C,owned,safe_time_missing,,other,enemy,TRUE,FALSE,0,40,mid,enemy_flag +40
中央:中央-6-9,中央-6-9,unknown,476X,owned,safe_time_missing,,other,enemy,TRUE,FALSE,0,40,mid,enemy_flag +40
中央:中央-7-14,中央-7-14,unknown,TIKW,owned,safe_time_missing,,other,unknown,FALSE,FALSE,0,0,low,
中央:中央-7-15,中央-7-15,unknown,FHX,owned,safe_time_missing,,other,ally,FALSE,FALSE,0,0,low,
中央:中央-7-16,中央-7-16,unknown,FHX,owned,safe_time_missing,,other,ally,FALSE,FALSE,0,0,low,
中央:中央-7-17,中央-7-17,unknown,one,owned,safe_time_missing,,other,unknown,FALSE,FALSE,0,0,low,
中央:中央-7-6,中央-7-6,unknown,476H,owned,safe_time_missing,,other,enemy,TRUE,FALSE,0,40,mid,enemy_flag +40
中央:中央-8-15,中央-8-15,unknown,Stj,owned,safe_time_missing,,other,unknown,FALSE,FALSE,0,0,low,
中央:中央-8-16,中央-8-16,unknown,Bye,owned,safe_time_missing,,other,unknown,FALSE,FALSE,0,0,low,
中央:中央-9-15,中央-9-15,unknown,xjR,owned,safe_time_missing,,other,unknown,FALSE,FALSE,0,0,low,
中央:中央-9-16,中央-9-16,unknown,xjR,owned,safe_time_missing,,other,unknown,FALSE,FALSE,0,0,low,
中央:中央-9-4,中央-9-4,unknown,476K,owned,safe_time_missing,,other,enemy,TRUE,FALSE,0,40,mid,enemy_flag +40
中央:中央-9-5,中央-9-5,unknown,476K,owned,safe_time_missing,,other,enemy,TRUE,FALSE,0,40,mid,enemy_flag +40
中央:中央-9-6,中央-9-6,unknown,476K,owned,safe_time_missing,,other,enemy,TRUE,FALSE,0,40,mid,enemy_flag +40
中央:中央-20-15,中央-20-15,fishery,DaNG,owned,safe_time_missing,,other,ally,FALSE,FALSE,10,10,low,fishery +10
中央:中央-5-1,中央-5-1,fishery,Kfk,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
中央:中央-19-20,中央-19-20,fishery,WbW,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
中央:中央-18-20,中央-18-20,fishery,BgNa,owned,safe_time_missing,,other,enemy,TRUE,FALSE,10,50,mid,fishery +10; enemy_flag +40
中央:中央-20-11,中央-20-11,fishery,2N7,owned,safe_time_missing,,other,ally,FALSE,FALSE,10,10,low,fishery +10
中央:中央-9-3,中央-9-3,fishery,fIrE,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
中央:中央-10-3,中央-10-3,fishery,WUG,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
中央:中央-11-2,中央-11-2,fishery,fIrE,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
中央:中央-17-1,中央-17-1,fishery,WUG,owned,safe_time_missing,,other,unknown,FALSE,FALSE,10,10,low,fishery +10
中央:中央-17-20,中央-17-20,fishery,BgNa,owned,safe_time_missing,,other,enemy,TRUE,FALSE,10,50,mid,fishery +10; enemy_flag +40
中央:中央-4-3,中央-4-3,fishery,476C,owned,safe_time_missing,,other,enemy,TRUE,FALSE,10,50,mid,fishery +10; enemy_flag +40
中央:中央-18-1,中央-18-1,fishery,476X,owned,safe_time_missing,,other,enemy,TRUE,FALSE,10,50,mid,fishery +10; enemy_flag +40
中央:中央-20-20,中央-20-20,fishery,SsQ,owned,safe_time_missing,,other,ally,FALSE,FALSE,10,10,low,fishery +10
中央:中央-20-10,中央-20-10,fishery,2N7,owned,safe_time_missing,,other,ally,FALSE,FALSE,10,10,low,fishery +10
中央:中央-18-19,中央-18-19,fishery,AAOA,owned,safe_time_missing,,other,enemy,TRUE,FALSE,10,50,mid,fishery +10; enemy_flag +40
