image,option,band,raw_name,matched_name,match_score,power_raw,total_m,name_conf,power_conf
IMG_2514.PNG,4,4_65M以上〜70M未満,スコア80,スコア80,1.0,325598970,325.6,1.00,1.00
IMG_2513.PNG,4,4_65M以上〜70M未満,ノンタン,ノンタン,1.0,298799700,298.8,1.00,1.00
IMG_2514.PNG,4,4_65M以上〜70M未満,北池袋,北池袋,1.0,340116866,340.12,1.00,1.00
IMG_2512.PNG,4,4_65M以上〜70M未満,指揮官の鷹,指揮官の鷹,1.0,363508056,363.51,0.30,1.00
IMG_2514.PNG,4,4_65M以上〜70M未満,くるKurud,雉猫くるさん,1.0,312522306,312.52,0.30,1.00
IMG_2515.PNG,5,5_62M以上〜65M未満,AyuMiN,AyuMiN,1.0,301770276,301.77,0.30,1.00
IMG_2517.PNG,5,5_62M以上〜65M未満,DaOETあつし,DaoETあつし,1.0,322408453,322.41,0.50,1.00
IMG_2516.PNG,5,5_62M以上〜65M未満,Pe-suke！,Pe-sukeR,0.923,304953967,304.95,0.30,0.50
IMG_2518.PNG,5,5_62M以上〜65M未満,SPD2OT,SPD20T,1.0,300826733,300.83,0.50,0.50
IMG_2516.PNG,5,5_62M以上〜65M未満,sakimaru,sakimaru,1.0,338231920,338.23,1.00,0.50
IMG_2517.PNG,5,5_62M以上〜65M未満,あつない！,あつないR,0.889,300804840,300.8,0.30,0.50
IMG_2515.PNG,5,5_62M以上〜65M未満,いたちごっこゅ,いたちごっこR,0.857,307830275,307.83,0.30,1.00
IMG_2516.PNG,5,5_62M以上〜65M未満,きょたぽ,きょたぱ,1.0,275280879,275.28,0.30,0.50
IMG_2515.PNG,5,5_62M以上〜65M未満,ふみっちゃん,ふみっちゃん,1.0,274940958,274.94,1.00,1.00
IMG_2518.PNG,5,5_62M以上〜65M未満,もご『,もこP,1.0,280369987,280.37,0.30,1.00
IMG_2515.PNG,5,5_62M以上〜65M未満,ゾンビ屋響子,ゾンビ屋響子,1.0,287284216,287.28,1.00,1.00
IMG_2518.PNG,5,5_62M以上〜65M未満,ボッサ,ボッサ,1.0,298621013,298.62,1.00,1.00
IMG_2518.PNG,5,5_62M以上〜65M未満,ユパパパ,ユパパパ,1.0,289525351,289.53,1.00,1.00
IMG_2516.PNG,5,5_62M以上〜65M未満,枝マメDX,枝マメDx,1.0,276782646,276.78,0.30,0.50
IMG_2520.PNG,6,6_60M以上〜62M未満,IWU,PRIUS A,0.444,260187239,260.19,0.30,0.50
IMG_2519.PNG,6,6_60M以上〜62M未満,Revo nutswa,Revo nutswa,0.889,300442137,300.44,1.00,1.00
IMG_2520.PNG,6,6_60M以上〜62M未満,Pirico 況,RiricoR,1.0,267610820,267.61,0.30,1.00
IMG_2519.PNG,6,6_60M以上〜62M未満,torsoboyoo,torsoboy00,1.0,300422076,300.42,1.00,1.00
IMG_2519.PNG,6,6_60M以上〜62M未満,だあむ,だあむ,1.0,260187239,260.19,1.00,1.00
IMG_2520.PNG,6,6_60M以上〜62M未満,もる口5,もるせら,1.0,270772313,270.77,0.30,1.00
IMG_2522.PNG,7,7_58M以上〜60M未満,・.9生,LA 49,0.333,313089210,313.09,0.30,0.50
IMG_2521.PNG,7,7_58M以上〜60M未満,himoペよ星,himoぺよ星,0.857,313089210,313.09,0.50,1.00
IMG_2521.PNG,7,7_58M以上〜60M未満,hiro628,hiro628,1.0,305648296,305.65,1.00,1.00
IMG_2522.PNG,7,7_58M以上〜60M未満,itan 918,ji i tan R18,1.0,255380842,255.38,0.30,0.50
IMG_2522.PNG,7,7_58M以上〜60M未満,uhats マイケル,whats マイケル,0.889,316395400,316.4,0.50,1.00
IMG_2522.PNG,7,7_58M以上〜60M未満,はぶーぶ,はぶーぶ,1.0,314872388,314.87,0.30,0.50
IMG_2522.PNG,7,7_58M以上〜60M未満,ぷるPuru,ぷるPuru,1.0,239082495,239.08,1.00,0.50
IMG_2521.PNG,7,7_58M以上〜60M未満,三SUN SUN三,三SUN SUN三,1.0,302897154,302.9,1.00,1.00
IMG_2523.PNG,8,8_55M以上〜58M未満,GOLDEN FREEZA,GOLDEN FREEZA,1.0,294063241,294.06,0.50,0.50
IMG_2524.PNG,8,8_55M以上〜58M未満,Revo 驚況,Revo 鷹R,1.0,235523936,235.52,0.30,1.00
IMG_2524.PNG,8,8_55M以上〜58M未満,RevoFuYuMin,RevoFuYuMin,1.0,278225882,278.23,0.50,0.50
IMG_2524.PNG,8,8_55M以上〜58M未満,YOSAKOI,YOSAKOI,1.0,290122916,290.12,0.50,1.00
IMG_2524.PNG,8,8_55M以上〜58M未満,ちゅうちぇ,ちゅうちぇ,1.0,264432194,264.43,1.00,0.50
IMG_2523.PNG,8,8_55M以上〜58M未満,ケロ丸,ケロ丸,1.0,262031462,262.03,0.30,0.50
IMG_2525.PNG,9,9_50M以上～55M未満,ATLANTIC HALO,ATLANTIC HALO,1.0,254730003,254.73,0.50,0.50
IMG_2527.PNG,9,9_50M以上～55M未満,PHL Pjia,PHL Pjia,1.0,233718953,233.72,0.30,1.00
IMG_2526.PNG,9,9_50M以上～55M未満,Shamshie,Shamshie,1.0,248938075,248.94,0.50,0.50
IMG_2525.PNG,9,9_50M以上～55M未満,SUPREMO,SÜPRĒMŌ,1.0,206668798,206.67,0.50,1.00
IMG_2525.PNG,9,9_50M以上～55M未満,Wolveress23,Wolveress23,1.0,240936396,240.94,1.00,1.00
IMG_2525.PNG,9,9_50M以上～55M未満,kaaaaat,kaaaaat,1.0,260288238,260.29,0.50,1.00
IMG_2527.PNG,9,9_50M以上～55M未満,こうしゅう,こうしゅう,1.0,310255526,310.26,1.00,1.00
IMG_2527.PNG,9,9_50M以上～55M未満,ツナ缶食べ隊,ツナ缶食べ隊,1.0,267320552,267.32,1.00,1.00
IMG_2527.PNG,9,9_50M以上～55M未満,ヤギサトツ,ヤギサトツ,1.0,267040151,267.04,1.00,1.00
IMG_2528.PNG,10,a_50M未満,OLDヤンガス,OLDヤンガス,1.0,222561288,222.56,1.00,1.00
IMG_2528.PNG,10,a_50M未満,pecten,pecten,1.0,184763650,184.76,0.50,1.00
IMG_2528.PNG,10,a_50M未満,youuuuri,youuuuri,1.0,178955312,178.96,0.50,1.00
