image,raw_name,matched_name,match_score,comment_text,form,first_m,job
IMG_2567.PNG,ノンタン,ノンタン,1.0,戦車65.9エンジニア A,戦,65.9,エンジニア
IMG_2570.PNG,ボッサ,ボッサ,1.0,戦車62.7M※ えんじにあ,戦,62.7,
IMG_2570.PNG,マリオ mario,マリオ mario,1.0,ロケラン71.5指導者 AN,ロ,71.5,指導者
IMG_2569.PNG,三SUN SUN三,三SUN SUN三,1.0,戦車57.72Mエンジニアル AN,戦,57.72,エンジニア
IMG_2573.PNG,北池袋,北池袋,1.0,ルシ戦66.53M指導者,戦,66.53,指導者
IMG_2571.PNG,指揮官の鷹,指揮官の鷹,1.0,ロケラン67.7M エンジニア,ロ,67.7,エンジニア
IMG_2573.PNG,枝マメDX,枝マメDx,1.0,アゴ付き戦車63.77Mエンジン屋 AN,戦,63.77,エンジニア
IMG_2571.PNG,渋猫選手沢f,渋猫選手R,1.0,ロケラン82M 戦争指導者,ロ,82,指導者
IMG_2567.PNG,くるKurud,雉猫くるさん,1.0,Tank 68 Enaineer,戦,68,
IMG_2566.PNG,馬券師もつお,馬券師もつお,1.0,ロケラン72.14M指導者,ロ,72.14,指導者
IMG_2573.PNG,黒猫 nuda,黒猫 nuda,1.0,航空76.2Mエンジニア A2,航,76.2,エンジニア
