issue,key,management_row,type,owner,expected,full_map,map_row,map_column,memo
owned_key_not_in_template,中央:中央-1-1,2085,漁場,476A,476A,,,,画像1: #8061 X:24 Y:974 Lv5
owned_key_not_in_template,中央:中央-1-10,2056,漁場,VEX,VEX,,,,画像10: #8061 X:474 Y:974 Lv5
owned_key_not_in_template,中央:中央-1-11,2055,漁場,VEX,VEX,,,,画像10: #8061 X:524 Y:974 Lv5
owned_key_not_in_template,中央:中央-1-12,2041,漁場,VEX,VEX,,,,OCR IMG_0446.PNG / #8061 X:574 Y:974 Lv.5 / 中立/未登録→VEX
owned_key_not_in_template,中央:中央-1-13,2031,漁場,KTVS,KTVS,,,,"OCR IMG_0525.PNG / #8061 X:624 Y:974 Lv.5 / 中立/未登録 -> KTVS
重複整理 2026/05/23: 旧行140(MOn / 2026/05/20 04:10)を最新行422(KTVS / 2026/05/21 11:07)へ統合"
owned_key_not_in_template,中央:中央-1-14,2028,漁場,4tH,4tH,,,,OCR IMG_0526.PNG / #8061 X:674 Y:974 Lv.5 / 中立/未登録 -> 4tH
owned_key_not_in_template,中央:中央-1-15,2026,漁場,AoW,AoW,,,,Dropbox red OCR IMG_1922.PNG / #8061 X:724 Y:974 Lv.5 漁場 / OCR+Paddle checked
owned_key_not_in_template,中央:中央-1-16,2004,漁場,TkTk,TkTk,,,,手入力ログ 2026/05/27 23:46 / #8061 X:774 Y:974 Lv.5 漁場 / BHE -> TkTk / 奪取
owned_key_not_in_template,中央:中央-1-17,1954,漁場,Lghs,Lghs,,,,赤字OCR IMG_0872.PNG / #8061 X:824 Y:974 Lv.5 / MOn -> Lghs
owned_key_not_in_template,中央:中央-1-18,1974,漁場,JDX,JDX,,,,Dropbox赤字OCR IMG_1272.PNG / #8061 X:874 Y:974 Lv.5 漁場 / MOn -> JDX / 画像内時刻で補正（23:51->23:46） / 奪取
owned_key_not_in_template,中央:中央-1-19,1957,漁場,one,one,,,,"赤字OCR IMG_0753.PNG / #8061 X:924 Y:974 Lv.5 / FHX -> FHX
2026/05/28 02:40 サイドバー: 所有変更 FHX -> one"
owned_key_not_in_template,中央:中央-1-2,2082,漁場,476B,476B,,,,画像2/14: #8061 X:74 Y:974 Lv5
owned_key_not_in_template,中央:中央-1-20,2083,漁場,Lghs,Lghs,,,,画像2/11: #8061 X:974 Y:974 Lv5
owned_key_not_in_template,中央:中央-1-3,2078,漁場,476d,476d,,,,追加画像4: #8061 X:124 Y:974 Lv5
owned_key_not_in_template,中央:中央-1-4,2008,漁場,476C,476C,,,,"OCR IMG_0548.PNG / #8061 X:174 Y:974 Lv.5 / 中立/放棄 -> 476C
重複整理 2026/05/23: 旧行145(KTVS / 放棄 2026/05/20 11:00)を最新行448(476C / 2026/05/21 23:04)へ統合"
owned_key_not_in_template,中央:中央-1-5,2079,漁場,VEX,VEX,,,,画像5/16: #8061 X:224 Y:974 Lv5
owned_key_not_in_template,中央:中央-1-6,2066,漁場,KOCH,KOCH,,,,Dropbox red OCR IMG_1915.PNG / #8061 X:274 Y:974 Lv.5 漁場 / OCR+Paddle checked
owned_key_not_in_template,中央:中央-1-7,2005,漁場,KOCH,KOCH,,,,Dropbox red OCR IMG_1923.PNG / #8061 X:324 Y:974 Lv.5 漁場 / OCR+Paddle checked
owned_key_not_in_template,中央:中央-1-8,2057,漁場,476Z,476Z,,,,画像9: #8061 X:374 Y:974 Lv5
owned_key_not_in_template,中央:中央-1-9,2052,漁場,476A,476A,,,,画像13: #8061 X:424 Y:974 Lv5
owned_key_not_in_template,中央:中央-10-15,1820,祭壇,GX99,GX99,,,,グレー吹き出しOCR IMG_1136.PNG / #8061 X:724 Y:524 Lv.2 祭壇 / 時刻は前後スクショから推定
owned_key_not_in_template,中央:中央-10-16,1821,祭壇,Lghs,Lghs,,,,グレー吹き出しOCR IMG_1127.PNG / #8061 X:774 Y:524 Lv.2 祭壇 / 時刻は前後スクショから推定
owned_key_not_in_template,中央:中央-10-17,1822,祭壇,COZy,COZy,,,,グレー吹き出しOCR IMG_1137.PNG / #8061 X:824 Y:524 Lv.1 祭壇 / 時刻は前後スクショから推定
owned_key_not_in_template,中央:中央-10-18,2016,漁場,GcC,GcC,,,,OCR IMG_0537.PNG / #8061 X:874 Y:524 Lv.7 / 中立/未登録 -> GcC
owned_key_not_in_template,中央:中央-10-19,2014,漁場,GoDs,GoDs,,,,OCR IMG_0538.PNG / #8061 X:924 Y:524 Lv.6 / 中立/未登録 -> GoDs
owned_key_not_in_template,中央:中央-10-20,2000,漁場,AAOA,AAOA,,,,OCR IMG_0563.PNG / #8061 X:974 Y:524 Lv.5 / 中立/未登録 -> AAOA
owned_key_not_in_template,中央:中央-10-3,1914,漁場,WUG,WUG,,,,RAW_OCR_LOG row19 / #8061 X:124 Y:524 Lv.7 漁場 / 中立/未登録 -> WUG / 画像:89BF5F89
owned_key_not_in_template,中央:中央-10-4,1823,祭壇,476T,476T,,,,グレー吹き出しOCR IMG_1135.PNG / #8061 X:174 Y:524 Lv.1 祭壇 / 時刻は前後スクショから推定
owned_key_not_in_template,中央:中央-10-5,1824,祭壇,476T,476T,,,,グレー吹き出しOCR IMG_1139.PNG / #8061 X:224 Y:524 Lv.2 祭壇 / 時刻は前後スクショから推定
owned_key_not_in_template,中央:中央-10-6,1808,祭壇,476T,476T,,,,グレー吹き出しOCR IMG_1142.PNG / #8061 X:274 Y:524 Lv.2 祭壇 / 時刻は前後スクショから推定
owned_key_not_in_template,中央:中央-11-15,1776,祭壇,AAOA,AAOA,,,,RAW_OCR_LOG row56 / #8061 X:724 Y:474 Lv.2 こだまの祭壇 / 中立/未登録 -> AAOA / 画像:D1EB3C7D
owned_key_not_in_template,中央:中央-11-16,1825,祭壇,TkTk,TkTk,,,,RAW_OCR_LOG row49 / #8061 X:774 Y:474 Lv.2 こだまの祭壇 / 中立/未登録 -> TkTk / 画像:BBE70268
owned_key_not_in_template,中央:中央-11-17,1777,祭壇,WbW,WbW,,,,RAW_OCR_LOG row54 / #8061 X:824 Y:474 Lv.1 どくろの祭壇 / 中立/未登録 -> WbW / 画像:D1EB3C7D
owned_key_not_in_template,中央:中央-11-18,2017,漁場,BAJ,BAJ,,,,OCR IMG_0536.PNG / #8061 X:874 Y:474 Lv.7 / 中立/未登録 -> BAJ / BAj→BAJ
owned_key_not_in_template,中央:中央-11-19,1999,漁場,AAOA,AAOA,,,,OCR IMG_0564.PNG / #8061 X:924 Y:474 Lv.6 / 中立/未登録 -> AAOA
owned_key_not_in_template,中央:中央-11-2,1915,漁場,fIrE,fIrE,,,,RAW_OCR_LOG row16 / #8061 X:74 Y:474 Lv.6 漁場 / 中立/未登録 -> fIrE / 画像:9C4193FD
owned_key_not_in_template,中央:中央-11-20,2012,漁場,PmP,PmP,,,,OCR IMG_0543.PNG / #8061 X:974 Y:474 Lv.5 / 中立/未登録 -> PmP
owned_key_not_in_template,中央:中央-11-4,1826,祭壇,SHA0,SHA0,,,,グレー吹き出しOCR IMG_1137.PNG / #8061 X:174 Y:474 Lv.1 祭壇 / 時刻は前後スクショから推定
owned_key_not_in_template,中央:中央-11-5,1809,祭壇,MOE,MOE,,,,グレー吹き出しOCR IMG_1141.PNG / #8061 X:224 Y:474 Lv.2 祭壇 / 画像内表示
owned_key_not_in_template,中央:中央-11-6,1827,祭壇,2N7,2N7,,,,グレー吹き出しOCR IMG_1131.PNG / #8061 X:274 Y:474 Lv.2 祭壇 / 時刻は前後スクショから推定
owned_key_not_in_template,中央:中央-12-1,2107,漁場,476X,476X,,,,動画OCR 20260529_214926_trim15 crop_0179.png / #8061 X:24 Y:424 Lv.5 漁場 / 中立/未登録 -> 476X / 時刻は前後スクショから推定（18:37以降、19:20前）
owned_key_not_in_template,中央:中央-12-15,1778,祭壇,WbW,WbW,,,,RAW_OCR_LOG row55 / #8061 X:724 Y:424 Lv.2 こだまの祭壇 / 中立/未登録 -> WbW / 画像:D1EB3C7D
owned_key_not_in_template,中央:中央-12-16,1828,祭壇,BgNa,BgNa,,,,グレー吹き出しOCR IMG_1127.PNG / #8061 X:774 Y:424 Lv.1 祭壇 / 時刻は前後スクショから推定 / OCR補正:BqNa->BgNa
owned_key_not_in_template,中央:中央-12-17,1829,祭壇,PmP,PmP,,,,グレー吹き出しOCR IMG_1132.PNG / #8061 X:824 Y:424 Lv.1 祭壇 / 時刻は前後スクショから推定
owned_key_not_in_template,中央:中央-12-18,2019,漁場,AAOA,AAOA,,,,Dropbox赤字OCR IMG_1275.PNG / #8061 X:874 Y:424 Lv.7 漁場 / BAJ -> AAOA
owned_key_not_in_template,中央:中央-12-19,1989,漁場,BgNa,BgNa,,,,手入力ログ 2026/05/28 12:20 / #8061 X:924 Y:424 Lv.6 漁場 / GcC -> BgNa
owned_key_not_in_template,中央:中央-12-2,1935,漁場,WUG,WUG,,,,手入力ログ 2026/05/24 18:31 / #8061 X:74 Y:424 Lv.6 漁場 / 中立/未登録 -> WUG
owned_key_not_in_template,中央:中央-12-20,2024,漁場,PmP,PmP,,,,OCR IMG_0528.PNG / #8061 X:974 Y:424 Lv.5 / 中立/未登録 -> PmP
owned_key_not_in_template,中央:中央-12-3,1939,漁場,476M,476M,,,,手入力ログ 2026/05/24 16:08 / #8061 X:124 Y:424 Lv.7 漁場 / 中立/未登録 -> 476M
owned_key_not_in_template,中央:中央-12-4,1830,祭壇,SHA0,SHA0,,,,グレー吹き出しOCR IMG_1134.PNG / #8061 X:174 Y:424 Lv.1 祭壇 / 時刻は前後スクショから推定
owned_key_not_in_template,中央:中央-12-5,1792,祭壇,WUG,WUG,,,,グレー吹き出しOCR IMG_1148.PNG / #8061 X:224 Y:424 Lv.1 祭壇 / 画像内表示
owned_key_not_in_template,中央:中央-12-6,1795,祭壇,2N7,2N7,,,,グレー吹き出しOCR IMG_1145.PNG / #8061 X:274 Y:424 Lv.2 祭壇 / 時刻は前後スクショから推定
owned_key_not_in_template,中央:中央-13-1,2116,漁場,476M,476M,,,,Dropbox赤字OCR IMG_1328.PNG / #8061 X:24 Y:374 Lv.5 漁場 / 中立/未登録 -> 476M
owned_key_not_in_template,中央:中央-13-15,1810,祭壇,Digg,Digg,,,,グレー吹き出しOCR IMG_1141.PNG / #8061 X:724 Y:374 Lv.2 祭壇 / 時刻は前後スクショから推定
owned_key_not_in_template,中央:中央-13-16,1831,祭壇,TkTk,TkTk,,,,グレー吹き出しOCR IMG_1134.PNG / #8061 X:774 Y:374 Lv.1 祭壇 / 時刻は前後スクショから推定
owned_key_not_in_template,中央:中央-13-17,1832,祭壇,AAOA,AAOA,,,,グレー吹き出しOCR IMG_1133.PNG / #8061 X:824 Y:374 Lv.1 祭壇 / 時刻は前後スクショから推定
owned_key_not_in_template,中央:中央-13-18,2020,漁場,GcC,GcC,,,,OCR IMG_0534.PNG / #8061 X:874 Y:374 Lv.7 / 中立/未登録 -> GcC
owned_key_not_in_template,中央:中央-13-19,1977,漁場,BAJ,BAJ,,,,赤字OCR IMG_0631.PNG / #8061 X:924 Y:374 Lv.6 / 中立/未登録 -> BAJ
owned_key_not_in_template,中央:中央-13-2,1936,漁場,fIrE,fIrE,,,,手入力ログ 2026/05/24 18:20 / #8061 X:74 Y:374 Lv.6 漁場 / 中立/未登録 -> fIrE
owned_key_not_in_template,中央:中央-13-20,2072,漁場,BgNa,BgNa,,,,追加画像7: #8061 X:974 Y:374 Lv5
owned_key_not_in_template,中央:中央-13-3,1940,漁場,476X,476X,,,,手入力ログ 2026/05/24 15:26 / #8061 X:124 Y:374 Lv.7 漁場 / 中立/未登録 -> 476X
owned_key_not_in_template,中央:中央-13-4,1833,祭壇,SHA0,SHA0,,,,グレー吹き出しOCR IMG_1138.PNG / #8061 X:174 Y:374 Lv.1 祭壇 / 時刻は前後スクショから推定
owned_key_not_in_template,中央:中央-13-5,1834,祭壇,89M,89M,,,,グレー吹き出しOCR IMG_1135.PNG / #8061 X:224 Y:374 Lv.1 祭壇 / 時刻は前後スクショから推定
owned_key_not_in_template,中央:中央-13-6,1835,祭壇,89M,89M,,,,グレー吹き出しOCR IMG_1124.PNG / #8061 X:274 Y:374 Lv.2 祭壇 / 時刻は前後スクショから推定
owned_key_not_in_template,中央:中央-14-1,2125,漁場,476X,476X,,,,Dropbox赤字OCR IMG_1328.PNG / #8061 X:24 Y:324 Lv.5 漁場 / 中立/未登録 -> 476X
owned_key_not_in_template,中央:中央-14-14,1836,祭壇,GoDs,GoDs,,,,グレー吹き出しOCR IMG_1132.PNG / #8061 X:674 Y:324 Lv.2 祭壇 / 時刻は前後スクショから推定
owned_key_not_in_template,中央:中央-14-15,1837,祭壇,BgNa,BgNa,,,,グレー吹き出しOCR IMG_1140.PNG / #8061 X:724 Y:324 Lv.2 祭壇 / 時刻は前後スクショから推定 / OCR補正:BqNa->BgNa
owned_key_not_in_template,中央:中央-14-16,1796,祭壇,TkTk,TkTk,,,,グレー吹き出しOCR IMG_1145.PNG / #8061 X:774 Y:324 Lv.1 祭壇 / 時刻は前後スクショから推定
owned_key_not_in_template,中央:中央-14-17,1779,祭壇,RCON,RCON,,,,RAW_OCR_LOG row59 / #8061 X:824 Y:324 Lv.1 どくろの祭壇 / 中立/未登録 -> RCON / 画像:1505E4F4
owned_key_not_in_template,中央:中央-14-18,1928,漁場,SsQ,SsQ,,,,手入力ログ 2026/05/25 05:06 / #8061 X:874 Y:324 Lv.7 漁場 / GcC -> SsQ
owned_key_not_in_template,中央:中央-14-19,1971,漁場,GcC,GcC,,,,赤字OCR IMG_0638.PNG / #8061 X:924 Y:324 Lv.6 / 中立/未登録 -> GcC
owned_key_not_in_template,中央:中央-14-2,1941,漁場,476X,476X,,,,手入力ログ 2026/05/24 15:08 / #8061 X:74 Y:324 Lv.6 漁場 / 中立/未登録 -> 476X
owned_key_not_in_template,中央:中央-14-20,1927,漁場,SsQ,SsQ,,,,手入力ログ 2026/05/25 05:18 / #8061 X:974 Y:324 Lv.5 漁場 / BAJ -> SsQ
owned_key_not_in_template,中央:中央-14-3,1937,漁場,WUG,WUG,,,,手入力ログ 2026/05/24 18:14 / #8061 X:124 Y:324 Lv.7 漁場 / 中立/未登録 -> WUG
owned_key_not_in_template,中央:中央-14-4,1797,祭壇,SHA,SHA,,,,グレー吹き出しOCR IMG_1146.PNG / #8061 X:174 Y:324 Lv.1 祭壇 / 時刻は前後スクショから推定
owned_key_not_in_template,中央:中央-14-5,1838,祭壇,MOE,MOE,,,,グレー吹き出しOCR IMG_1130.PNG / #8061 X:224 Y:324 Lv.1 祭壇 / 時刻は前後スクショから推定
owned_key_not_in_template,中央:中央-14-6,1839,祭壇,MOE,MOE,,,,グレー吹き出しOCR IMG_1139.PNG / #8061 X:274 Y:324 Lv.2 祭壇 / 時刻は前後スクショから推定
owned_key_not_in_template,中央:中央-14-7,1840,祭壇,fIrE,fIrE,,,,グレー吹き出しOCR IMG_1132.PNG / #8061 X:324 Y:324 Lv.2 祭壇 / 時刻は前後スクショから推定 / OCR補正:frE->fIrE
owned_key_not_in_template,中央:中央-15-1,2132,漁場,476X,476X,,,,Dropbox赤字OCR IMG_1328.PNG / #8061 X:24 Y:274 Lv.5 漁場 / 中立/未登録 -> 476X
owned_key_not_in_template,中央:中央-15-10,1841,祭壇,JL0,JL0,,,,RAW_OCR_LOG row48 / #8061 X:474 Y:274 Lv.2 こだまの祭壇 / 中立/未登録 -> JL0 / 画像:BBE70268
owned_key_not_in_template,中央:中央-15-11,1842,祭壇,BAJ,BAJ,,,,グレー吹き出しOCR IMG_1126.PNG / #8061 X:524 Y:274 Lv.2 祭壇 / 時刻は前後スクショから推定 / OCR補正:BAI->BAJ
owned_key_not_in_template,中央:中央-15-12,1843,祭壇,GcC,GcC,,,,グレー吹き出しOCR IMG_1127.PNG / #8061 X:574 Y:274 Lv.2 祭壇 / 時刻は前後スクショから推定
owned_key_not_in_template,中央:中央-15-13,1844,祭壇,BHE,BHE,,,,グレー吹き出しOCR IMG_1123.PNG / #8061 X:624 Y:274 Lv.2 祭壇 / 時刻は前後スクショから推定
owned_key_not_in_template,中央:中央-15-14,1845,祭壇,MOn,MOn,,,,RAW_OCR_LOG row44 / #8061 X:674 Y:274 Lv.2 こだまの祭壇 / 中立/未登録 -> MOn / OCR補正:M0n->MOn / 画像:1EFAEC65
owned_key_not_in_template,中央:中央-15-15,1846,祭壇,RCON,RCON,,,,グレー吹き出しOCR IMG_1122.PNG / #8061 X:724 Y:274 Lv.2 祭壇 / 時刻は前後スクショから推定
owned_key_not_in_template,中央:中央-15-16,1804,祭壇,MtG,MtG,,,,グレー吹き出しOCR IMG_1143.PNG / #8061 X:774 Y:274 Lv.1 祭壇 / 画像内表示
owned_key_not_in_template,中央:中央-15-17,1847,祭壇,DaNG,DaNG,,,,グレー吹き出しOCR IMG_1133.PNG / #8061 X:824 Y:274 Lv.1 祭壇 / 時刻は前後スクショから推定
owned_key_not_in_template,中央:中央-15-18,1944,漁場,TaW,TaW,,,,赤字OCR IMG_0907.PNG / #8061 X:874 Y:274 Lv.7 / GcC -> TaW
owned_key_not_in_template,中央:中央-15-19,1966,漁場,PmP,PmP,,,,赤字OCR IMG_0644.PNG / #8061 X:924 Y:274 Lv.6 / 中立/未登録 -> PmP / 時刻は前後スクショから推定
owned_key_not_in_template,中央:中央-15-2,1975,漁場,476X,476X,,,,赤字OCR IMG_0632.PNG / #8061 X:74 Y:274 Lv.6 / 中立/未登録 -> 476X
owned_key_not_in_template,中央:中央-15-20,1969,漁場,CDf8,CDf8,,,,赤字OCR IMG_0639.PNG / #8061 X:974 Y:274 Lv.5 / 中立/未登録 -> CDf8
owned_key_not_in_template,中央:中央-15-3,1938,漁場,fIrE,fIrE,,,,手入力ログ 2026/05/24 18:06 / #8061 X:124 Y:274 Lv.7 漁場 / 中立/未登録 -> fIrE
owned_key_not_in_template,中央:中央-15-4,1780,祭壇,JL2,JL2,,,,グレー吹き出しOCR IMG_1149.PNG / #8061 X:174 Y:274 Lv.1 祭壇 / 画像内表示 / OCR補正:IL2->JL2
owned_key_not_in_template,中央:中央-15-5,1781,祭壇,DaNG,DaNG,,,,グレー吹き出しOCR IMG_1150.PNG / #8061 X:224 Y:274 Lv.1 祭壇 / 時刻は前後スクショから推定
owned_key_not_in_template,中央:中央-15-6,1805,祭壇,NBNH,NBNH,,,,グレー吹き出しOCR IMG_1144.PNG / #8061 X:274 Y:274 Lv.2 祭壇 / 時刻は前後スクショから推定
owned_key_not_in_template,中央:中央-15-7,1848,祭壇,4tH,4tH,,,,グレー吹き出しOCR IMG_1123.PNG / #8061 X:324 Y:274 Lv.2 祭壇 / 時刻は前後スクショから推定
owned_key_not_in_template,中央:中央-15-8,1849,祭壇,nO9,nO9,,,,グレー吹き出しOCR IMG_1126.PNG / #8061 X:374 Y:274 Lv.2 祭壇 / 時刻は前後スクショから推定 / OCR補正:n09->nO9
owned_key_not_in_template,中央:中央-15-9,1798,祭壇,fIrE,fIrE,,,,グレー吹き出しOCR IMG_1146.PNG / #8061 X:424 Y:274 Lv.2 祭壇 / 時刻は前後スクショから推定
owned_key_not_in_template,中央:中央-16-1,2133,漁場,476M,476M,,,,Dropbox赤字OCR IMG_1328.PNG / #8061 X:24 Y:224 Lv.5 漁場 / 中立/未登録 -> 476M
owned_key_not_in_template,中央:中央-16-10,1850,祭壇,WUG,WUG,,,,グレー吹き出しOCR IMG_1140.PNG / #8061 X:474 Y:224 Lv.2 祭壇 / 時刻は前後スクショから推定
owned_key_not_in_template,中央:中央-16-11,1851,祭壇,SsQ,SsQ,,,,RAW_OCR_LOG row47 / #8061 X:524 Y:224 Lv.2 こだまの祭壇 / 中立/未登録 -> SsQ / 画像:1EFAEC65
owned_key_not_in_template,中央:中央-16-12,1852,祭壇,BAJ,BAJ,,,,RAW_OCR_LOG row43 / #8061 X:574 Y:224 Lv.1 どくろの祭壇 / 中立/未登録 -> BAJ / 画像:1EFAEC65
owned_key_not_in_template,中央:中央-16-13,1853,祭壇,GcC,GcC,,,,グレー吹き出しOCR IMG_1132.PNG / #8061 X:624 Y:224 Lv.1 祭壇 / 時刻は前後スクショから推定
owned_key_not_in_template,中央:中央-16-14,1854,祭壇,MOn,MOn,,,,グレー吹き出しOCR IMG_1135.PNG / #8061 X:674 Y:224 Lv.1 祭壇 / 時刻は前後スクショから推定
owned_key_not_in_template,中央:中央-16-15,1855,祭壇,CDf8,CDf8,,,,グレー吹き出しOCR IMG_1130.PNG / #8061 X:724 Y:224 Lv.1 祭壇 / 時刻は前後スクショから推定
owned_key_not_in_template,中央:中央-16-16,1782,祭壇,SVa,SVa,,,,グレー吹き出しOCR IMG_1149.PNG / #8061 X:774 Y:224 Lv.1 祭壇 / 画像内表示
owned_key_not_in_template,中央:中央-16-17,1856,祭壇,TrX,TrX,,,,グレー吹き出しOCR IMG_1122.PNG / #8061 X:824 Y:224 Lv.1 祭壇 / 時刻は前後スクショから推定
owned_key_not_in_template,中央:中央-16-18,1947,漁場,PmP,PmP,,,,赤字OCR IMG_0906.PNG / #8061 X:874 Y:224 Lv.7 / BAJ -> PmP
owned_key_not_in_template,中央:中央-16-19,1946,漁場,CDf8,CDf8,,,,赤字OCR IMG_0907.PNG / #8061 X:924 Y:224 Lv.6 / 中立/未登録 -> CDf8
owned_key_not_in_template,中央:中央-16-2,1981,漁場,WUG,WUG,,,,赤字OCR IMG_0578.PNG / #8061 X:74 Y:224 Lv.6 / 中立/未登録 -> WUG
owned_key_not_in_template,中央:中央-16-20,1942,漁場,AAOA,AAOA,,,,赤字OCR IMG_0908.PNG / #8061 X:974 Y:224 Lv.5 / 中立/未登録 -> AAOA
owned_key_not_in_template,中央:中央-16-3,1986,漁場,476M,476M,,,,赤字OCR IMG_0575.PNG / #8061 X:124 Y:224 Lv.7 / 中立/未登録 -> 476M
owned_key_not_in_template,中央:中央-16-4,1793,祭壇,JL2,JL2,,,,グレー吹き出しOCR IMG_1148.PNG / #8061 X:174 Y:224 Lv.1 祭壇 / 画像内表示 / OCR補正:IL2->JL2
owned_key_not_in_template,中央:中央-16-5,1783,祭壇,EDFS,EDFS,,,,グレー吹き出しOCR IMG_1149.PNG / #8061 X:224 Y:224 Lv.1 祭壇 / 画像内表示
owned_key_not_in_template,中央:中央-16-6,1857,祭壇,NBNH,NBNH,,,,グレー吹き出しOCR IMG_1124.PNG / #8061 X:274 Y:224 Lv.1 祭壇 / 時刻は前後スクショから推定
owned_key_not_in_template,中央:中央-16-7,1858,祭壇,4tH,4tH,,,,グレー吹き出しOCR IMG_1137.PNG / #8061 X:324 Y:224 Lv.1 祭壇 / 時刻は前後スクショから推定
owned_key_not_in_template,中央:中央-16-8,1859,祭壇,nO9,nO9,,,,グレー吹き出しOCR IMG_1134.PNG / #8061 X:374 Y:224 Lv.1 祭壇 / 時刻は前後スクショから推定
owned_key_not_in_template,中央:中央-16-9,1799,祭壇,BAJ,BAJ,,,,グレー吹き出しOCR IMG_1146.PNG / #8061 X:424 Y:224 Lv.1 祭壇 / 時刻は前後スクショから推定 / OCR補正:BAI->BAJ
owned_key_not_in_template,中央:中央-17-1,1916,漁場,WUG,WUG,,,,RAW_OCR_LOG row17 / #8061 X:24 Y:174 Lv.5 漁場 / 中立/未登録 -> WUG / 画像:9C4193FD
owned_key_not_in_template,中央:中央-17-10,1806,祭壇,SsQ,SsQ,,,,グレー吹き出しOCR IMG_1144.PNG / #8061 X:474 Y:174 Lv.1 祭壇 / 時刻は前後スクショから推定
owned_key_not_in_template,中央:中央-17-11,1860,祭壇,SsQ,SsQ,,,,グレー吹き出しOCR IMG_1134.PNG / #8061 X:524 Y:174 Lv.1 祭壇 / 時刻は前後スクショから推定
owned_key_not_in_template,中央:中央-17-12,1861,祭壇,BHE,BHE,,,,グレー吹き出しOCR IMG_1137.PNG / #8061 X:574 Y:174 Lv.1 祭壇 / 時刻は前後スクショから推定
owned_key_not_in_template,中央:中央-17-13,1862,祭壇,EDFS,EDFS,,,,グレー吹き出しOCR IMG_1123.PNG / #8061 X:624 Y:174 Lv.1 祭壇 / 時刻は前後スクショから推定
owned_key_not_in_template,中央:中央-17-14,1863,祭壇,K4TR,K4TR,,,,グレー吹き出しOCR IMG_1138.PNG / #8061 X:674 Y:174 Lv.1 祭壇 / 時刻は前後スクショから推定
owned_key_not_in_template,中央:中央-17-15,1864,祭壇,CDf8,CDf8,,,,グレー吹き出しOCR IMG_1136.PNG / #8061 X:724 Y:174 Lv.1 祭壇 / 時刻は前後スクショから推定
owned_key_not_in_template,中央:中央-17-16,1865,祭壇,IMP,IMP,,,,グレー吹き出しOCR IMG_1133.PNG / #8061 X:774 Y:174 Lv.1 祭壇 / 時刻は前後スクショから推定 / OCR補正:IMp->IMP
owned_key_not_in_template,中央:中央-17-17,1953,漁場,DaNG,DaNG,,,,赤字OCR IMG_0878.PNG / #8061 X:824 Y:174 Lv.7 / 中立/未登録 -> DaNG
owned_key_not_in_template,中央:中央-17-18,1948,漁場,BgNa,BgNa,,,,赤字OCR IMG_0905.PNG / #8061 X:874 Y:174 Lv.7 / BAJ -> BgNa
owned_key_not_in_template,中央:中央-17-19,1945,漁場,PmP,PmP,,,,赤字OCR IMG_0908.PNG / #8061 X:924 Y:174 Lv.6 / 中立/未登録 -> PmP
owned_key_not_in_template,中央:中央-17-2,1982,漁場,fIrE,fIrE,,,,赤字OCR IMG_0578.PNG / #8061 X:74 Y:174 Lv.6 / 中立/未登録 -> fIrE
owned_key_not_in_template,中央:中央-17-20,1917,漁場,BgNa,BgNa,,,,赤字OCR IMG_1090.PNG / #8061 X:974 Y:174 Lv.5 漁場 / 中立/未登録 -> BgNa
owned_key_not_in_template,中央:中央-17-3,1987,漁場,476X,476X,,,,赤字OCR IMG_0575.PNG / #8061 X:124 Y:174 Lv.7 / 中立/未登録 -> 476X
owned_key_not_in_template,中央:中央-17-4,1990,漁場,JLO,JLO,,,,OCR IMG_0570.PNG / #8061 X:174 Y:174 Lv.7 / 中立/未登録 -> JLO
owned_key_not_in_template,中央:中央-17-5,1784,祭壇,FHX,FHX,,,,グレー吹き出しOCR IMG_1149.PNG / #8061 X:224 Y:174 Lv.1 祭壇 / 画像内表示
owned_key_not_in_template,中央:中央-17-6,1866,祭壇,NBNH,NBNH,,,,グレー吹き出しOCR IMG_1130.PNG / #8061 X:274 Y:174 Lv.1 祭壇 / 時刻は前後スクショから推定
owned_key_not_in_template,中央:中央-17-7,1867,祭壇,u3o,u3o,,,,グレー吹き出しOCR IMG_1137.PNG / #8061 X:324 Y:174 Lv.1 祭壇 / 時刻は前後スクショから推定
owned_key_not_in_template,中央:中央-17-8,1811,祭壇,JL0,JL0,,,,グレー吹き出しOCR IMG_1143.PNG / #8061 X:374 Y:174 Lv.1 祭壇 / 時刻は前後スクショから推定 / OCR補正:ILO0->JL0
owned_key_not_in_template,中央:中央-17-9,1868,祭壇,2N7,2N7,,,,グレー吹き出しOCR IMG_1133.PNG / #8061 X:424 Y:174 Lv.1 祭壇 / 時刻は前後スクショから推定
owned_key_not_in_template,中央:中央-18-1,1919,漁場,476X,476X,,,,赤字OCR IMG_1087.PNG / #8061 X:24 Y:124 Lv.5 漁場 / 中立/未登録 -> 476X / 画像内時刻で補正（23:11->23:04）
owned_key_not_in_template,中央:中央-18-10,1933,漁場,JL0,JL0,,,,手入力ログ 2026/05/25 00:28 / #8061 X:474 Y:124 Lv.7 漁場 / 中立/未登録 -> JL0
owned_key_not_in_template,中央:中央-18-11,1931,漁場,2N7,2N7,,,,手入力ログ 2026/05/25 03:16 / #8061 X:524 Y:124 Lv.7 漁場 / 中立/未登録 -> 2N7
owned_key_not_in_template,中央:中央-18-12,1943,漁場,DaNG,DaNG,,,,赤字OCR IMG_0908.PNG / #8061 X:574 Y:124 Lv.7 / 中立/未登録 -> DaNG
