image,option,band,raw_name,matched_name,match_score,power_raw,total_m,name_conf,power_conf
IMG_2551.PNG,4,4_65M以上〜70M未満,カラトリ君,カラトリ君,1.0,280870605,280.87,1.00,1.00
IMG_2551.PNG,4,4_65M以上〜70M未満,ノンタン,ノンタン,1.0,329125165,329.13,1.00,1.00
IMG_2551.PNG,4,4_65M以上〜70M未満,北池袋,北池袋,1.0,353849271,353.85,1.00,1.00
IMG_2551.PNG,4,4_65M以上〜70M未満,くるKurud,雉猫くるさん,1.0,307227936,307.23,0.50,0.50
IMG_2552.PNG,5,5_62M以上〜65M未満,AyuMIN,AyuMiN,1.0,327595961,327.6,0.30,0.50
IMG_2554.PNG,5,5_62M以上〜65M未満,DaOETあつし,DaoETあつし,1.0,304246535,304.25,0.50,1.00
IMG_2553.PNG,5,5_62M以上〜65M未満,Pe-suke！,Pe-sukeR,0.923,316736629,316.74,0.30,1.00
IMG_2553.PNG,5,5_62M以上〜65M未満,sakimaru,sakimaru,1.0,343238949,343.24,1.00,1.00
IMG_2553.PNG,5,5_62M以上〜65M未満,あつない！,あつないR,0.889,332009206,332.01,0.30,0.50
IMG_2552.PNG,5,5_62M以上〜65M未満,ちゃっぴ chappi,ちゃっぴ chappi,1.0,356021447,356.02,0.30,0.50
IMG_2552.PNG,5,5_62M以上〜65M未満,ふみっちゃん,ふみっちゃん,1.0,283324756,283.32,0.50,1.00
IMG_2554.PNG,5,5_62M以上〜65M未満,◎もこP,もこP,1.0,278136611,278.14,0.30,1.00
IMG_2552.PNG,5,5_62M以上〜65M未満,ゾンビ屋響子,ゾンビ屋響子,1.0,311567620,311.57,1.00,1.00
IMG_2554.PNG,5,5_62M以上〜65M未満,ボッサ,ボッサ,1.0,295564849,295.56,1.00,0.50
IMG_2553.PNG,5,5_62M以上〜65M未満,枝マメx,枝マメDx,0.889,285163693,285.16,0.30,1.00
IMG_2556.PNG,6,6_60M以上〜62M未満,IWU,PRIUS A,0.444,268709748,268.71,0.30,0.50
IMG_2555.PNG,6,6_60M以上〜62M未満,Revo nutswa,Revo nutswa,0.889,300421264,300.42,1.00,0.50
IMG_2556.PNG,6,6_60M以上〜62M未満,Pirico 況e,RiricoR,1.0,272361408,272.36,0.30,1.00
IMG_2556.PNG,6,6_60M以上〜62M未満,torsoboyoo,torsoboy00,1.0,302214633,302.21,1.00,0.50
IMG_2555.PNG,6,6_60M以上〜62M未満,だあむ,だあむ,1.0,268709748,268.71,1.00,1.00
IMG_2556.PNG,6,6_60M以上〜62M未満,もる口5,もるせら,1.0,268537092,268.54,0.30,1.00
IMG_2557.PNG,7,7_58M以上〜60M未満,hiro628,hiro628,1.0,327130252,327.13,1.00,0.50
IMG_2557.PNG,7,7_58M以上〜60M未満,jiitan 918,ji i tan R18,0.889,255102853,255.1,0.30,1.00
IMG_2557.PNG,7,7_58M以上〜60M未満,ぷるPuru,ぷるPuru,1.0,268702361,268.7,1.00,0.50
IMG_2558.PNG,8,8_55M以上〜58M未満,GOLDEN FREEZA,GOLDEN FREEZA,1.0,294716851,294.72,0.50,1.00
IMG_2558.PNG,8,8_55M以上〜58M未満,ちゅうちぇ,ちゅうちぇ,1.0,260385751,260.39,1.00,1.00
IMG_2558.PNG,8,8_55M以上〜58M未満,ケロ丸,ケロ丸,1.0,261509959,261.51,1.00,1.00
IMG_2558.PNG,8,8_55M以上〜58M未満,三SUN SUN三,三SUN SUN三,1.0,303605692,303.61,0.50,0.50
IMG_2559.PNG,9,9_50M以上～55M未満,ATLANTIC HALO,ATLANTIC HALO,1.0,262801782,262.8,0.50,0.30
IMG_2560.PNG,9,9_50M以上～55M未満,K18footballer,K18footballer,1.0,228941021,228.94,1.00,1.00
IMG_2561.PNG,9,9_50M以上～55M未満,PHL Pjia,PHL Pjia,1.0,232117486,232.12,0.30,1.00
IMG_2559.PNG,9,9_50M以上～55M未満,Raju 95,Raju 95,1.0,247376540,247.38,0.50,1.00
IMG_2559.PNG,9,9_50M以上～55M未満,Shawawaga,Shawawaga,1.0,269958666,269.96,1.00,1.00
IMG_2560.PNG,9,9_50M以上～55M未満,Wolveress23,Wolveress23,1.0,253459773,253.46,1.00,1.00
IMG_2559.PNG,9,9_50M以上～55M未満,ーDARTSー,—DARTS—,0.833,244921309,244.92,0.30,1.00
IMG_2561.PNG,9,9_50M以上～55M未満,こうしゅう,こうしゅう,1.0,311665762,311.67,1.00,0.50
IMG_2561.PNG,9,9_50M以上～55M未満,ツナ缶食べ隊,ツナ缶食べ隊,1.0,273937365,273.94,1.00,1.00
IMG_2563.PNG,10,a_50M未満,Deveshs,DeveshS,1.0,183750624,183.75,1.00,1.00
IMG_2563.PNG,10,a_50M未満,OLDヤンガス,OLDヤンガス,1.0,214877784,214.88,1.00,1.00
IMG_2562.PNG,10,a_50M未満,pecten,pecten,1.0,208200596,208.2,1.00,1.00
IMG_2562.PNG,10,a_50M未満,ouuuuri,youuuuri,0.933,187573565,187.57,0.30,1.00
IMG_2563.PNG,10,a_50M未満,レッチャ,レッチャ,1.0,207644034,207.64,1.00,1.00
