row,name,old_total,new_total,old_band,new_band,old_form,new_form,old_first,new_first,old_job,new_job,changed,safe_to_apply,flags,vote_source,comment_source,vote_score,comment_score,comment_text
15,馬券師もつお,372.77,370.54,4_65M以上〜70M未満,4_65M以上〜70M未満,ロ,ロ,69.08,69.08,指導者,指導者,True,True,,IMG_8202.PNG,frame_023.png,1.0,0.99,ロケラン69.08M 指導者 AN
16,ノンタン,300.61,291.33,4_65M以上〜70M未満,4_65M以上〜70M未満,戦,戦,65,65,エンジニア,エンジニア,True,True,,IMG_8203.PNG,frame_009.png,1.0,1.0,戦車65エンジニア AN くT
17,マリオ mario,374.26,374.2,4_65M以上〜70M未満,4_65M以上〜70M未満,ロ,ロ,68.3,68.5,指導者,指導者,True,True,,IMG_8203.PNG,frame_025.png,1.0,0.95,ロケラン68.5指導者
18,かえるChanR,348.95,360.68,3_70M以上〜75M未満,3_70M以上〜75M未満,航,航,71.53,71.53,指導者,指導者,True,True,,IMG_8201.PNG,frame_004.png,1.0,0.875,航空 71.53 指導者
19,渋猫選手R,373.39,403.37,2_75M以上〜80M未満,2_75M以上〜80M未満,ロ,ロ,79.29,79.29,指導者,指導者,True,True,large_total_delta,IMG_8199.PNG,frame_019.png,0.864,0.983,ロケラン79.29M戦争指導者
20,sakimaru,332.43,337.94,5_62M以上〜65M未満,5_62M以上〜65M未満,戦,,63.31,,エンジニア,,True,True,,IMG_8206.PNG,,1.0,,
21,黒猫 nuda,357.42,,2_75M以上〜80M未満,,航,航,76.2,76.2,エンジニア,エンジニア,False,False,,,frame_021.png,,1.0,航空76.2Mエンジニア A くT
22,RevoSHoBoR,349.97,341.65,4_65M以上〜70M未満,4_65M以上〜70M未満,戦,戦,69.6,69.6,エンジニア,,True,True,partial_comment_parse,IMG_8202.PNG,frame_026.png,0.99,0.9,ルシ戦車69.6M エンジニヤ
23,TONKUN,336.56,336.04,4_65M以上〜70M未満,4_65M以上〜70M未満,戦,戦,65.34,65.34,エンジニア,エンジニア,True,True,,IMG_8202.PNG,frame_020.png,1.0,0.99,戦車65.34Mエンジニア
24,torsoboy00,321.73,318.63,7_58M以上〜60M未満,7_58M以上〜60M未満,戦,戦,59.51,59.98,エンジニア,エンジニア,True,True,,IMG_8209.PNG,frame_010.png,1.0,0.99,59.98 tank engineer AN くT
25,Revo nikoora,318.77,318.21,5_62M以上〜65M未満,5_62M以上〜65M未満,ロ,ロ,63.2,63.2,エンジニア,エンジニア,True,True,,IMG_8206.PNG,frame_024.png,1.0,0.952,ロケラン63.2M エンジニア
26,いたちごっこR,334.35,330.93,5_62M以上〜65M未満,5_62M以上〜65M未満,,,,63.9,指導者,指導者,True,True,partial_comment_parse,IMG_8205.PNG,frame_017.png,0.857,1.0,¥163.9指導者
27,SOL265,349.44,356.74,4_65M以上〜70M未満,4_65M以上〜70M未満,航,航,67,67,エンジニア,エンジニア,True,True,,IMG_8202.PNG,frame_016.png,0.833,0.99,マーフィー航空機67Mエン ジニア
28,雉猫くるさん,298.63,312.59,4_65M以上〜70M未満,4_65M以上〜70M未満,戦,戦,65.7,66.4,エンジニア,エンジニア,True,True,,IMG_8204.PNG,frame_022.png,1.0,0.9,Tank 66.4 Engineer： AN
29,HIDEGONDx,304.98,307.88,4_65M以上〜70M未満,4_65M以上〜70M未満,航,航,68.3,68.3,エンジニア,エンジニア,True,True,,IMG_8204.PNG,frame_001.png,1.0,0.99,航空68.3エンジニアリング ト
30,きょたぱ,310.38,283.45,6_60M以上〜62M未満,5_62M以上〜65M未満,ロ,ロ,62.03,62.03,エンジニア,エンジニア,True,True,large_total_delta,IMG_8206.PNG,frame_004.png,0.75,0.75,ロケラン62.03Mエンジニア
31,AyuMiN,304.26,309.06,5_62M以上〜65M未満,5_62M以上〜65M未満,戦,,62,,エンジニア,,True,True,,IMG_8205.PNG,,0.833,,
32,SPD20T,309.16,303.06,6_60M以上〜62M未満,6_60M以上〜62M未満,戦,戦,60.9,60.9,エンジニア,エンジニア,True,True,,IMG_8211.PNG,frame_025.png,1.0,0.769,戦車60.9Mエンジニア AN CT
33,himoぺよ星,321.11,315.95,8_55M以上〜58M未満,8_55M以上〜58M未満,戦,戦,57.7,57.7,エンジニア,エンジニア,True,True,,IMG_8213.PNG,frame_018.png,0.857,0.857,戦車57.7mエンジニア
34,スコア80,280.89,281.6,5_62M以上〜65M未満,5_62M以上〜65M未満,ロ,ロ,63.1,63.1,エンジニア,エンジニア,True,True,,IMG_8208.PNG,frame_015.png,1.0,1.0,ロケラン63.1Mエンジニア
35,はぶーぶ,281.69,282.91,7_58M以上〜60M未満,7_58M以上〜60M未満,戦,戦,58.64,59.2,エンジニア,エンジニア,True,True,,IMG_8210.PNG,frame_011.png,1.0,0.95,戦車59.2エンジニア くI
36,hiro628,321.86,319.98,7_58M以上〜60M未満,7_58M以上〜60M未満,戦,戦,58.1,58.1,エンジニア,エンジニア,True,True,,IMG_8209.PNG,frame_012.png,1.0,1.0,戦車58.1Mエンジニア AN てT
37,枝マメDx,287.52,293.01,6_60M以上〜62M未満,6_60M以上〜62M未満,戦,戦,60.1,60.8,エンジニア,,True,True,partial_comment_parse,IMG_8211.PNG,frame_023.png,0.8,1.0,アゴ付き戦車60.8Mエンジン 屋
38,DaoETあつし,296.53,302.08,5_62M以上〜65M未満,5_62M以上〜65M未満,戦,戦,63.69,63.99,エンジニア,エンジニア,True,True,,IMG_8207.PNG,frame_003.png,0.99,0.824,戦車63.99M 私エンジニア
39,こうしゅう,306.01,306.26,9_50M以上～55M未満,9_50M以上～55M未満,戦,戦,53.2,53.20,エンジニア,エンジニア,True,True,,IMG_8218.PNG,frame_021.png,1.0,1.0,戦車53.20M エンジニア AN
40,あつないR,270.45,289.96,6_60M以上〜62M未満,6_60M以上〜62M未満,戦,戦,61.18,61.18,エンジニア,エンジニア,True,True,,IMG_8211.PNG,frame_004.png,1.0,1.0,戦車61.18M engineer AN LT
41,ユパパパ,298.49,291.53,5_62M以上〜65M未満,5_62M以上〜65M未満,戦,戦,62.93,63.69,エンジニア,エンジニア,True,True,,IMG_8207.PNG,frame_031.png,1.0,0.817,戦車63.69Mエンジニアス AN LT 11:20
42,YOSAKOI,292.75,290.32,8_55M以上〜58M未満,8_55M以上〜58M未満,戦,戦,57,57,エンジニア,エンジニア,True,True,,IMG_8215.PNG,frame_008.png,1.0,1.0,戦車エンジニア57 OE-07 10.10
43,もるせら,297.32,,,,戦,,58.79,59,エンジニア,指導者,True,False,low_comment_match;partial_comment_parse,,frame_029.png,,0.667,あだすか59指導者
44,ボッサ,307.6,304.69,6_60M以上〜62M未満,6_60M以上〜62M未満,戦,戦,60.9,60.9,エンジニア,エンジニア,True,True,,IMG_8212.PNG,frame_011.png,1.0,1.0,えんじにあ 戦車60.9M
45,ちゃっぴ chappi,316.04,316.08,5_62M以上〜65M未満,5_62M以上〜65M未満,戦,戦,62.9,63.20,エンジニア,エンジニア,True,True,,IMG_8205.PNG,frame_028.png,0.864,1.0,戦車63.20Mエンジニア A≥
46,GOLDEN FREEZA,305.26,301.37,8_55M以上〜58M未満,8_55M以上〜58M未満,戦,戦,56.77,56.77,エンジニア,エンジニア,True,True,,IMG_8213.PNG,frame_022.png,1.0,0.99,戦車56.77Mエンジニア てT
47,指揮官の鷹,292.57,,5_62M以上〜65M未満,,ロ,ロ,64.5,64.7,指導者,指導者,True,True,,,frame_027.png,,0.864,指導者 ロケラン64.7M
48,北池袋,344.52,338.95,5_62M以上〜65M未満,5_62M以上〜65M未満,戦,,63.8,64.7,指導者,指導者,True,True,partial_comment_parse,IMG_8207.PNG,frame_024.png,1.0,0.75,ルシ戦64.7M指導者な CT
50,El KAMA,270.75,273.81,8_55M以上〜58M未満,8_55M以上〜58M未満,,,,,,,True,True,,IMG_8215.PNG,,0.833,,
51,ふみっちゃん,323.23,310.68,5_62M以上〜65M未満,5_62M以上〜65M未満,戦,戦,62.6,62.6,エンジニア,,True,True,partial_comment_parse,IMG_8205.PNG,frame_015.png,1.0,1.0,ルシウス戦車62.6M エンジニ アロ
52,ちゅうちぇ,249.14,249.38,8_55M以上〜58M未満,8_55M以上〜58M未満,戦,戦,57.4,57.4,エンジニア,エンジニア,True,True,,IMG_8215.PNG,frame_008.png,1.0,1.0,戦車 57.4 エンジニア
53,カラトリ君,269.88,262.35,4_65M以上〜70M未満,4_65M以上〜70M未満,戦,戦,66.6,66,指導者,指導者,True,True,,IMG_8204.PNG,frame_028.png,1.0,1.0,戦車66・9月 ん指導者
54,tama選手R,276.63,278.56,7_58M以上〜60M未満,7_58M以上〜60M未満,戦,,58.22,,エンジニア,,True,True,,IMG_8210.PNG,,1.0,,
55,Revo nutswa,277.75,279.63,6_60M以上〜62M未満,6_60M以上〜62M未満,戦,戦,60,60,エンジニア,エンジニア,True,True,,IMG_8212.PNG,frame_027.png,0.9,0.99,戦車60Mエンジニア A LT
56,RiricoR,277.84,278.09,6_60M以上〜62M未満,6_60M以上〜62M未満,戦,戦,59.6,60.17,エンジニア,エンジニア,True,True,,IMG_8212.PNG,frame_009.png,0.857,0.8,戦車：60.17M♥ エンジニア
57,ヤギサトツ,269.91,268.35,a_50M未満,a_50M未満,航,航,49.2,49.2,エンジニア,エンジニア,True,True,,IMG_8221.PNG,frame_001.png,1.0,1.0,エンジニア 航空49.2 A2
58,Nikoruko,287.05,286.56,8_55M以上〜58M未満,8_55M以上〜58M未満,戦,戦,58.51,58.51,エンジニア,エンジニア,True,True,,IMG_8213.PNG,frame_019.png,1.0,1.0,戦車私58.51Mエンジニア AN てI
59,だあむ,263.11,263.53,7_58M以上〜60M未満,7_58M以上〜60M未満,航,航,59.39,59.39,エンジニア,エンジニア,True,True,,IMG_8209.PNG,frame_013.png,0.9,1.0,航空59.39エンジニア AN
60,PRIUS A,288.51,286.76,8_55M以上〜58M未満,8_55M以上〜58M未満,,,,,,,True,True,,IMG_8214.PNG,,1.0,,
61,whats マイケル,266.94,268.33,8_55M以上〜58M未満,8_55M以上〜58M未満,戦,戦,57,57,エンジニア,エンジニア,True,True,,IMG_8214.PNG,frame_018.png,0.889,0.889,戦車57Mエンジニア CT
62,Fateの晩风,268.03,271.93,7_58M以上〜60M未満,6_60M以上〜62M未満,航,,59.64,60.47,エンジニア,エンジニア,True,False,low_vote_match;partial_comment_parse,IMG_8212.PNG,frame_011.png,0.714,0.857,机60.47 工程
63,もこP,268.84,299.12,5_62M以上〜65M未満,5_62M以上〜65M未満,戦,戦,61.96,62.46,指導者,指導者,True,True,large_total_delta,IMG_8207.PNG,frame_002.png,1.0,1.0,指導者 戦車62.46M AN T
66,ji i tan R18,258.28,,7_58M以上〜60M未満,,戦,戦,57.47,58.30,エンジニア,エンジニア,True,True,,,frame_019.png,,0.8,戦車58.30エンジニア
67,kaaaaat,253.74,252.91,9_50M以上～55M未満,9_50M以上～55M未満,戦,,53.11,,エンジニア,,True,True,,IMG_8217.PNG,,1.0,,
69,RevoFuYuMin,272.56,273.4,8_55M以上〜58M未満,8_55M以上〜58M未満,,,56,56,,指導者,True,True,partial_comment_parse,IMG_8215.PNG,frame_009.png,0.99,1.0,=56M Chi huy
70,Shawawaga,263.31,259.96,9_50M以上～55M未満,9_50M以上～55M未満,,戦,50.5,51,エンジニア,エンジニア,True,True,,IMG_8217.PNG,frame_013.png,1.0,1.0,Tank 51M engineer AN T
71,Pe-sukeR,314.74,311.26,5_62M以上〜65M未満,5_62M以上〜65M未満,戦,戦,62.1,62.1,エンジニア,エンジニア,True,True,,IMG_8206.PNG,frame_003.png,1.0,1.0,ルシ戦車62.1Mエンジニア
72,ケロ丸,276.11,278.01,8_55M以上〜58M未満,8_55M以上〜58M未満,戦,,56.63,56.63,エンジニア,エンジニア,True,True,partial_comment_parse,IMG_8214.PNG,frame_006.png,1.0,1.0,アダスカ56.63エンジニア
73,Revo 鷹R,253.66,242.81,9_50M以上～55M未満,8_55M以上〜58M未満,,,,,,,True,True,,IMG_8214.PNG,,1.0,,
74,三SUN SUN三,285.95,286.05,8_55M以上〜58M未満,8_55M以上〜58M未満,戦,戦,56,56,エンジニア,エンジニア,True,True,,IMG_8213.PNG,frame_016.png,1.0,1.0,戦車56M エンジニア AN 、T
75,LastかえるR,264.33,266.26,6_60M以上〜62M未満,6_60M以上〜62M未満,航,,60.27,,指導者,,True,True,,IMG_8211.PNG,,0.875,,
76,ツナ缶食べ隊,253.86,256.92,9_50M以上～55M未満,9_50M以上～55M未満,戦,戦,53,53,エンジニア,エンジニア,True,True,,IMG_8218.PNG,frame_013.png,1.0,1.0,戦車53エンジニア
77,SÜPRĒMŌ,240.64,240.64,9_50M以上～55M未満,9_50M以上～55M未満,戦,戦,50.5,51.38,エンジニア,指導者,True,True,,IMG_8217.PNG,frame_013.png,1.0,0.99,51.38 tank leader
78,呷八覇,238.07,258.03,,a_50M未満,,,,,,,True,True,,IMG_8220.PNG,,1.0,,
82,PHL Pjia,252.5,249.31,9_50M以上～55M未満,9_50M以上～55M未満,,,,,,,True,True,,IMG_8218.PNG,,1.0,,
85,ATLANTIC HALO,228.63,221.52,9_50M以上～55M未満,9_50M以上～55M未満,戦,戦,49.8,50.39,エンジニア,エンジニア,True,True,,IMG_8217.PNG,frame_016.png,0.9,0.99,戦車50.39Mエンジニア
86,Jinstars,216.18,217.32,,a_50M未満,,,,,,,True,True,,IMG_8219.PNG,,1.0,,
87,へ亟へ,215.71,,,,,航,,49.2,,エンジニア,True,True,,,frame_029.png,,1.0,工程師49.2M兩戰車三飛機
88,ぷるPuru,251.4,252.96,8_55M以上〜58M未満,8_55M以上〜58M未満,戦,戦,57.3,57.3,指導者,指導者,True,True,,IMG_8216.PNG,frame_007.png,0.99,1.0,無 理 戦車57.3M始動 A
89,桃nagareda,211.96,227.32,,a_50M未満,,戦,,49.82,,エンジニア,True,True,,IMG_8219.PNG,frame_031.png,1.0,1.0,戦車49.82Mエンジニア 15:44
90,レッチャ,201.58,198.34,,a_50M未満,戦,戦,46.42,46.42,エンジニア,エンジニア,True,True,,IMG_8219.PNG,frame_022.png,1.0,1.0,46.42戦車エンジニア AN CT
93,pecten,178.49,211.92,a_50M未満,a_50M未満,戦,戦,44.7,44.7,エンジニア,エンジニア,True,True,large_total_delta,IMG_8220.PNG,frame_021.png,1.0,0.99,戦車44.7M魚エンジニア T
94,OLDヤンガス,177.14,205.05,a_50M未満,a_50M未満,戦,戦,46.63,46.63,エンジニア,エンジニア,True,True,large_total_delta,IMG_8220.PNG,frame_009.png,1.0,0.99,戦車46.63Mエンジニア AN
97,youuuuri,168.02,186.69,a_50M未満,a_50M未満,戦,戦,43.02,43.26,エンジニア,エンジニア,True,True,,IMG_8219.PNG,frame_024.png,1.0,1.0,戦車43.26M エンジニア AN CT
